ISIN,NSE_SYMBOL,BSE_CODE,NAME,INDUSTRY GROUP,INDUSTRY
INE038A01020,HINDALCO,nan,Hindalco Inds.,Non - Ferrous Metals,Aluminium
INE182D01020,MARATHON,nan,Marathon Nextgen,Realty,"Residential, Commercial Projects"
INE262H01021,PERSISTENT,nan,Persistent Systems,IT - Software,Computers - Software & Consulting
INE007N01010,FEDFINA,nan,Fedbank Financi.,Finance,Non Banking Financial Company (NBFC)
INE540L01014,ALKEM,nan,Alkem Lab,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE803H01014,RUCHIRA,nan,Ruchira Papers,"Paper, Forest & Jute Products",Paper & Paper Products
INE758T01015,ETERNAL,nan,Eternal,Retailing,E-Retail/ E-Commerce
INE292B01021,HBLENGINE,nan,HBL Engineering,Industrial Products,Other Industrial Products
INE599M01018,JUSTDIAL,nan,Just Dial,Retailing,Internet & Catalogue Retail
INE326B01035,ALMONDZ,nan,Almondz Global,Capital Markets,Stockbroking & Allied
INE627H01017,CTE,nan,Cambridge Tech.,IT - Software,Computers - Software & Consulting
INE572J01011,SPANDANA,nan,Spandana Sphoort,Finance,Microfinance Institutions
INE472A01039,BLUESTARCO,nan,Blue Star,Consumer Durables,Household Appliances
INE227W01023,CLEAN,nan,Clean Science,Chemicals & Petrochemicals,Specialty Chemicals
INE870D01012,NFL,nan,Natl.Fertilizer,Fertilizers & Agrochemicals,Fertilizers
INE871H01011,GSS,nan,GSS Infotech,IT - Services,IT Enabled Services
INE301A01014,RAYMOND,nan,Raymond,Realty,"Residential, Commercial Projects"
INE0RYC01010,STALLION,nan,Stallion India,Chemicals & Petrochemicals,Industrial Gases
INE387A01021,SUNDRMFAST,nan,Sundram Fasten.,Auto Components,Auto Components & Equipments
INE139R01012,FUSION,nan,Fusion Finance,Finance,Microfinance Institutions
INE00Y801016,AKG,nan,AKG Exim,Commercial Services & Supplies,Trading & Distributors
INE750A01020,ORIENTHOT,nan,Oriental Hotels,Leisure Services,Hotels & Resorts
INE0JM501013,NRL,nan,Nupur Recyclers,Metals & Minerals Trading,Trading - Metals
INE733E01010,NTPC,nan,NTPC,Power,Power Generation
INE548Z01017,LAGNAM,nan,Lagnam Spintex,Textiles & Apparels,Other Textile Products
INE0S2G01011,BALAJEE,nan,Shree TirupatiBa,Industrial Products,Packaging
INE045B01015,NELCO,nan,NELCO,IT - Hardware,Computers Hardware & Equipments
INE498Q01014,VINCOFE,nan,Vintage Coffee,Commercial Services & Supplies,Trading & Distributors
INE296C01020,FIBERWEB,nan,Fiberweb (India),Textiles & Apparels,Other Textile Products
INE937C01029,NILAINFRA,nan,Nila Infrastruct,Realty,"Residential, Commercial Projects"
INE00KV01022,RAJMET,nan,Rajnandini Metal,Industrial Products,"Aluminium, Copper & Zinc Products"
INE877F01012,PTC,nan,PTC India,Power,Power Trading
INE310A01015,NILKAMAL,nan,Nilkamal Ltd,Consumer Durables,Plastic Products - Consumer
INE420C01059,PAISALO,nan,Paisalo Digital,Finance,Non Banking Financial Company (NBFC)
INE384A01010,RANEHOLDIN,nan,Rane Holdings,Finance,Holding Company
INE912T01018,RPEL,nan,Raghav Product.,Industrial Products,Electrodes & Refractories
INE317F01035,NESCO,nan,NESCO,Commercial Services & Supplies,Diversified Commercial Services
INE324A01032,JINDALSAW,nan,Jindal Saw,Industrial Products,Iron & Steel Products
INE962Y01021,IRCON,nan,Ircon Intl.,Construction,Civil Construction
INE0BS701011,PREMIERENE,nan,Premier Energies,Electrical Equipment,Other Electrical Equipment
INE335A01020,SURYAROSNI,nan,Surya Roshni,Industrial Products,Iron & Steel Products
INE611A01016,RSWM,nan,RSWM Ltd,Textiles & Apparels,Other Textile Products
INE0APB01032,MGEL,nan,Mangalam Global,Agricultural Food & other Products,Other Agricultural Products
INE204A01010,IGPL,nan,I G Petrochems,Chemicals & Petrochemicals,Commodity Chemicals
INE138A01028,PENINLAND,nan,Peninsula Land,Realty,"Residential, Commercial Projects"
INE695B01025,COUNCODOS,nan,Country Condo,Realty,"Residential, Commercial Projects"
INE059A01026,CIPLA,nan,Cipla,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE829A01014,BIOFILCHEM,nan,Biofil Chemicals,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE446A01025,ATLASCYCLE,nan,Atlas Cycles,Consumer Durables,Cycles
INE735M01018,SAMPANN,nan,Sampann Utpadan,Industrial Products,Rubber
INE644Y01017,SHIVAMILLS,nan,Shiva Mills,Textiles & Apparels,Other Textile Products
INE806C01018,TIL,nan,TIL,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE245A01021,TATAPOWER,nan,Tata Power Co.,Power,Integrated Power Utilities
INE182A01018,PFIZER,nan,Pfizer,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE08N601015,MBEL,nan,M & B Engineer.,Construction,Civil Construction
INE413G01022,TPLPLASTEH,nan,TPL Plastech,Industrial Products,Packaging
INE083B01024,THEMISMED,nan,Themis Medicare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE117Z01011,NARMADA,nan,Narmada Agrobase,Food Products,Animal Feed
INE0J1F01024,RPTECH,nan,Rashi Peripheral,IT - Hardware,Computers Hardware & Equipments
INE372C01037,PRECWIRE,nan,Prec. Wires (I),Industrial Products,"Aluminium, Copper & Zinc Products"
INE518E01015,ZIMLAB,nan,Zim Laboratories,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE017A01032,GESHIP,nan,GE Shipping Co,Transport Services,Shipping
INE0EEJ01023,BTML,nan,Bodhi Tree,Entertainment,Digital Entertainment
INE274V01019,SHANKARA,nan,Shankara Building,Retailing,Speciality Retail
INE616Z01012,YASHO,nan,Yasho Industries,Chemicals & Petrochemicals,Specialty Chemicals
INE213C01025,BANCOINDIA,nan,Banco Products,Auto Components,Auto Components & Equipments
INE071N01016,EPIGRAL,nan,Epigral,Chemicals & Petrochemicals,Specialty Chemicals
INE023A01030,NSIL,nan,Nalwa Sons Invst,Finance,Investment Company
INE0JR601024,YATRA,nan,Yatra Online,Leisure Services,"Tour, Travel Related Services"
INE659A01023,SUDARSCHEM,nan,Sudarshan Chem.,Chemicals & Petrochemicals,Dyes And Pigments
INE034D01049,PTL,nan,PTL Enterprises,Commercial Services & Supplies,Diversified Commercial Services
INE0LXG01040,OLAELEC,nan,Ola Electric,Automobiles,2/3 Wheelers
INE748C01038,3IINFOLTD,nan,3i Infotech,IT - Software,Computers - Software & Consulting
INE485C01029,IOLCP,nan,IOL Chemicals,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE398A01010,VENKEYS,nan,Venky's (India),Food Products,Meat Products including Poultry
INE790B01024,KCPSUGIND,nan,KCP Sugar &Inds.,Agricultural Food & other Products,Sugar
INE07T201019,RBA,nan,Restaurant Brand,Leisure Services,Restaurants
INE233A01035,GODREJIND,nan,Godrej Industrie,Diversified,Diversified
INE131A01031,GMDCLTD,nan,G M D C,Minerals & Mining,Industrial Minerals
INE285J01028,SIS,nan,SIS,Other Consumer Services,Other Consumer Services
INE298A01020,CUMMINSIND,nan,Cummins India,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE399G01023,RKFORGE,nan,Ramkrishna Forg.,Auto Components,Auto Components & Equipments
INE019C01026,HSCL,nan,Himadri Special,Chemicals & Petrochemicals,Carbon Black
INE497D01022,DAMODARIND,nan,Damodar Indust.,Textiles & Apparels,Other Textile Products
INE284H01025,DAMCAPITAL,nan,Dam Capital Advi,Capital Markets,Stockbroking & Allied
INE175A01038,JISLJALEQS,nan,Jain Irrigation,Industrial Products,Plastic Products - Industrial
INE099Z01011,MIDHANI,nan,Mishra Dhatu Nig,Aerospace & Defense,Aerospace & Defense
INE0TO701015,MAMATA,nan,Mamata Machinery,Industrial Manufacturing,Industrial Products
INE557B01019,LIBERTSHOE,nan,Liberty Shoes,Consumer Durables,Footwear
INE180C01042,CGCL,nan,Capri Global,Finance,Non Banking Financial Company (NBFC)
INE495P01020,BECTORFOOD,nan,Mrs Bectors,Food Products,Packaged Foods
INE461B01014,REPRO,nan,Repro India,Printing & Publication,Printing & Publication
INE547B01028,XTGLOBAL,nan,XT Global Infot.,IT - Software,Computers - Software & Consulting
INE914M01019,ASTERDM,nan,Aster DM Health.,Healthcare Services,Hospital
INE705X01026,GOYALALUM,nan,Goyal Aluminiums,Commercial Services & Supplies,Trading & Distributors
INE365B01017,DATAMATICS,nan,Datamatics Glob.,IT - Services,IT Enabled Services
INE839G01010,JOCIL,nan,Jocil,Chemicals & Petrochemicals,Commodity Chemicals
INE386C01029,ASTRAMICRO,nan,Astra Microwave,Aerospace & Defense,Aerospace & Defense
INE00LO01017,CRAFTSMAN,nan,Craftsman Auto,Auto Components,Auto Components & Equipments
INE665J01013,VMART,nan,V-Mart Retail,Retailing,Diversified Retail
INE02ID01020,RAYMONDLSL,nan,Raymond Lifestyl,Textiles & Apparels,Other Textile Products
INE066A01021,EICHERMOT,nan,Eicher Motors,Automobiles,2/3 Wheelers
INE362A01016,PVP,nan,PVP Ventures,Realty,"Residential, Commercial Projects"
INE07Y701011,POWERINDIA,nan,Hitachi Energy,Electrical Equipment,Heavy Electrical Equipment
INE813V01022,MCL,nan,Madhav Copper,Industrial Products,"Aluminium, Copper & Zinc Products"
INE864K01010,IRIS,nan,IRIS Regtech Solutions,IT - Software,Software Products
INE284S01014,SJS,nan,SJS Enterprises,Auto Components,Auto Components & Equipments
INE255A01020,EPL,nan,EPL Ltd,Industrial Products,Packaging
INE912H01013,MBLINFRA,nan,MBL Infrast,Construction,Civil Construction
INE545A01024,HEG,nan,HEG,Industrial Products,Electrodes & Refractories
INE637C01025,POKARNA,nan,Pokarna,Consumer Durables,Granites & Marbles
INE217A01012,ZUARIIND,nan,Zuari Industries,Agricultural Food & other Products,Sugar
INE179A01014,PGHH,nan,P & G Hygiene,Personal Products,Personal Care
INE01P501012,XELPMOC,nan,Xelpmoc Design,IT - Software,Software Products
INE686F01025,UBL,nan,United Breweries,Beverages,Breweries & Distilleries
INE189I01024,NELCAST,nan,Nelcast,Industrial Products,Castings & Forgings
INE323C01030,INDIANHUME,nan,Indian Hume Pipe,Industrial Manufacturing,Industrial Products
INE048C01025,VHLTD,nan,Viceroy Hotels,Leisure Services,Hotels & Resorts
INE255X01014,MSTCLTD,nan,MSTC,Commercial Services & Supplies,Trading & Distributors
INE0S3G01027,PACEDIGITK,nan,Pace Digitek,Telecom - Services,Telecom - Infrastructure
INE483C01032,TANLA,nan,Tanla Platforms,IT - Software,Software Products
INE621L01012,TEXRAIL,nan,Texmaco Rail,Industrial Manufacturing,Industrial Products
INE161L01027,VIKASLIFE,nan,Vikas Lifecare,Commercial Services & Supplies,Trading & Distributors
INE004A01022,PROTEAN,nan,Protean eGov,IT - Services,IT Enabled Services
INE192A01025,TATACONSUM,nan,Tata Consumer,Agricultural Food & other Products,Tea & Coffee
INE498E01010,SALONA,nan,Salona Cotspin,Textiles & Apparels,Other Textile Products
INE158B01016,EIMCOELECO,nan,Eimco Elecon(I),Industrial Manufacturing,Industrial Products
INE784W01015,MANOMAY,nan,Manomay Tex Indi,Textiles & Apparels,Other Textile Products
INE073V01015,COMSYN,nan,Commerl. Synbags,Industrial Products,Packaging
INE176B01034,HAVELLS,nan,Havells India,Consumer Durables,Consumer Electronics
INE457F01013,SALZERELEC,nan,Salzer Electron.,Electrical Equipment,Other Electrical Equipment
INE777K01022,RRKABEL,nan,R R Kabel,Industrial Products,Cables - Electricals
INE982J01020,PAYTM,nan,One 97,Financial Technology (Fintech),Financial Technology (Fintech)
INE112D01035,MHLXMIRU,nan,Mahalaxmi Rubtec,Textiles & Apparels,Other Textile Products
INE193B01039,AYMSYNTEX,nan,AYM Syntex,Textiles & Apparels,Other Textile Products
INE321T01012,DOMS,nan,DOMS Industries,Household Products,Stationary
INE835B01035,MOLDTECH,nan,Mold-Tek Technol,Construction,Civil Construction
INE548A01028,HFCL,nan,HFCL,Telecom - Services,Telecom - Infrastructure
INE0RE001014,GALAPREC,nan,Gala Precis. Eng,Industrial Manufacturing,Industrial Products
INE453D01025,SARLAPOLY,nan,Sarla Performanc,Textiles & Apparels,Other Textile Products
INE0Z4F01028,ATLANTAELE,nan,Atlanta Electric,Electrical Equipment,Heavy Electrical Equipment
INE117A01022,ABB,nan,A B B,Electrical Equipment,Heavy Electrical Equipment
INE598C01011,HISARMETAL,nan,Hisar Met.Inds.,Industrial Products,Iron & Steel Products
INE345B01019,CEREBRAINT,nan,Cerebra Integr.,IT - Hardware,Computers Hardware & Equipments
INE417C01014,PILANIINVS,nan,Pilani Invest.,Finance,Holding Company
INE683C01011,MAITHANALL,nan,Maithan Alloys,Ferrous Metals,Ferro & Silica Manganese
INE568Z01015,URAVIDEF,nan,Uravi Defence &,Auto Components,Auto Components & Equipments
INE589A01014,NLCINDIA,nan,NLC India,Power,Power Generation
INE813H01021,TORNTPOWER,nan,Torrent Power,Power,Integrated Power Utilities
INE696V01013,JAIPURKURT,nan,Nandani Creation,Textiles & Apparels,Garments & Apparels
INE299N01021,WAAREERTL,nan,Waaree Renewab.,Electrical Equipment,Other Electrical Equipment
INE01C001026,AARTECH,nan,Aartech Solonics,Electrical Equipment,Heavy Electrical Equipment
INE757A01017,COSMOFIRST,nan,Cosmo First,Industrial Products,Packaging
INE096B01018,NUCLEUS,nan,Nucleus Soft.,IT - Software,Software Products
INE098201036,VCL,nan,Vaxtex Cotfab,Textiles & Apparels,Garments & Apparels
INE00M201021,SWSOLAR,nan,Sterling & Wils.,Construction,Civil Construction
INE0CU601026,GMRP&UI,nan,GMR Urban,Power,Power Generation
INE120D01012,HITECHCORP,nan,Hitech Corp.,Industrial Products,Packaging
INE879A01019,SHREERAMA,nan,Sh. Rama Multi.,Industrial Products,Packaging
INE171Z01026,BDL,nan,Bharat Dynamics,Aerospace & Defense,Aerospace & Defense
INE177H01039,GPIL,nan,Godawari Power,Industrial Products,Iron & Steel Products
INE0BJS01011,GOCOLORS,nan,Go Fashion (I),Retailing,Speciality Retail
INE792Z01011,SIRCA,nan,Sirca Paints,Consumer Durables,Paints
INE536A01023,GRINDWELL,nan,Grindwell Norton,Industrial Products,Abrasives & Bearings
INE809A01032,RAMAPHO,nan,Rama Phosphates,Fertilizers & Agrochemicals,Fertilizers
INE0JWS01017,VALIANTLAB,nan,Valiant Laborato,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE630Y01024,MEDICO,nan,Medico Remedies,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE694E01014,KANPRPLA,nan,Kanpur Plastipa.,Industrial Products,Packaging
INE633B01018,POLYPLEX,nan,Polyplex Corpn,Industrial Products,Packaging
INE115S01010,HALDER,nan,Halder Venture,Agricultural Food & other Products,Other Agricultural Products
INE088F01024,PARADEEP,nan,Paradeep Phosph.,Fertilizers & Agrochemicals,Fertilizers
INE529D01014,PATINTLOG,nan,Patel Integrated,Transport Services,Logistics Solution Provider
INE450G01024,VIPCLOTHNG,nan,VIP Clothing,Textiles & Apparels,Garments & Apparels
INE836B01017,SATIN,nan,Satin Creditcare,Finance,Microfinance Institutions
INE597L01014,LOVABLE,nan,Lovable Lingerie,Textiles & Apparels,Garments & Apparels
INE08KJ01020,MUFIN,nan,Mufin Green,Finance,Non Banking Financial Company (NBFC)
INE584A01023,NMDC,nan,NMDC,Minerals & Mining,Industrial Minerals
INE085J01014,THANGAMAYL,nan,Thangamayil Jew.,Consumer Durables,"Gems, Jewellery And Watches"
INE071D01033,MENONBE,nan,Menon Bearings,Auto Components,Auto Components & Equipments
INE814H01029,ADANIPOWER,nan,Adani Power,Power,Integrated Power Utilities
INE750C01026,MARKSANS,nan,Marksans Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE073G01016,ASALCBR,nan,Assoc.Alcohols,Beverages,Breweries & Distilleries
INE052A01021,WINDMACHIN,nan,Windsor Machines,Industrial Manufacturing,Industrial Products
INE186A01019,GUJALKALI,nan,Gujarat Alkalies,Chemicals & Petrochemicals,Commodity Chemicals
INE079J01017,GATEWAY,nan,Gateway Distri,Transport Services,Logistics Solution Provider
INE713B01026,SURYALAXMI,nan,Suryalak. Cott.,Textiles & Apparels,Other Textile Products
INE645S01024,ROLEXRINGS,nan,Rolex Rings,Auto Components,Auto Components & Equipments
INE794A01010,NEULANDLAB,nan,Neuland Labs.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE192H01020,GRMOVER,nan,GRM Overseas,Agricultural Food & other Products,Other Agricultural Products
INE037Z01029,CEWATER,nan,Concord Enviro,Other Utilities,Waste Management
INE537F01012,MODINATUR,nan,Modi Naturals,Agricultural Food & other Products,Other Agricultural Products
INE141K01013,TEXMOPIPES,nan,Texmo Pipes,Industrial Products,Plastic Products - Industrial
INE156C01018,PIONEEREMB,nan,Pion. Embroider.,Textiles & Apparels,Other Textile Products
INE946H01037,VIPULLTD,nan,Vipul Ltd,Realty,"Residential, Commercial Projects"
INE075D01018,GMBREW,nan,G M Breweries,Beverages,Breweries & Distilleries
INE484C01030,VEEDOL,nan,Veedol Corporat,Petroleum Products,Lubricants
INE954E01012,MOHITIND,nan,Mohit Industries,Textiles & Apparels,Other Textile Products
INE421D01022,CCL,nan,CCL Products,Agricultural Food & other Products,Tea & Coffee
INE350C01017,OPTIEMUS,nan,Optiemus Infra.,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE871C01038,AVANTIFEED,nan,Avanti Feeds,Food Products,Animal Feed
INE397H01017,LOKESHMACH,nan,Lokesh Mach.,Industrial Manufacturing,Industrial Products
INE567A01028,NIPPOBATRY,nan,Indo National,Household Products,Household Products
INE878A01011,GVPIL,nan,GE Power,Electrical Equipment,Heavy Electrical Equipment
INE451L01014,MAHASTEEL,nan,Mahamaya Steel,Industrial Products,Iron & Steel Products
INE823A01017,KOTHARIPRO,nan,Kothari Products,Commercial Services & Supplies,Trading & Distributors
INE488B01017,TASTYBITE,nan,Tasty Bite Eat.,Food Products,Packaged Foods
INE144Z01023,TARSONS,nan,Tarsons Products,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE227G01018,INDOWIND,nan,Indowind Energy,Power,Power Generation
INE0R4L01018,DENTA,nan,Denta Water,Other Utilities,Water Supply & Management
INE860A01027,HCLTECH,nan,HCL Technologies,IT - Software,Computers - Software & Consulting
INE696F01016,JUNIPER,nan,Juniper Hotels,Leisure Services,Hotels & Resorts
INE405C01035,LINCOLN,nan,Lincoln Pharma.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE279A01012,UNIVCABLES,nan,Universal Cables,Industrial Products,Cables - Electricals
INE319B01014,BYKE,nan,The Byke Hospi.,Leisure Services,Hotels & Resorts
INE341R01014,DTIL,nan,Dhunseri Tea,Agricultural Food & other Products,Tea & Coffee
INE010J01012,TEJASNET,nan,Tejas Networks,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE103A01014,MRPL,nan,M R P L,Petroleum Products,Refineries & Marketing
INE246F01010,GSPL,nan,Guj.St.Petronet,Gas,Gas Transmission/Marketing
INE865T01018,PDMJEPAPER,nan,Pudumjee Paper,"Paper, Forest & Jute Products",Paper & Paper Products
INE820Y01021,AJOONI,nan,Ajooni Biotech,Food Products,Animal Feed
INE690A01028,TTKPRESTIG,nan,TTK Prestige,Consumer Durables,Household Appliances
INE092B01025,INDNIPPON,nan,India Nipp.Elec.,Auto Components,Auto Components & Equipments
INE208C01025,AEGISLOG,nan,Aegis Logistics,Gas,Trading - Gas
INE191H01014,PVRINOX,nan,PVR Inox,Entertainment,"Film Production, Distribution & Exhibition"
INE142Q01026,SULA,nan,Sula Vineyards,Beverages,Breweries & Distilleries
INE01GN01025,IRISDOREME,nan,Iris Clothings,Textiles & Apparels,Garments & Apparels
INE0U3I01011,UNIMECH,nan,Unimech Aero.,Aerospace & Defense,Aerospace & Defense
INE239D01028,OMINFRAL,nan,Om Infra,Construction,Civil Construction
INE688Y01022,DANGEE,nan,Dangee Dums,Food Products,Packaged Foods
INE00IK01029,OSWALSEEDS,nan,Shreeoswal Seeds,Agricultural Food & other Products,Other Agricultural Products
INE00R701025,DALBHARAT,nan,Dalmia BharatLtd,Cement & Cement Products,Cement & Cement Products
INE761H01022,PAGEIND,nan,Page Industries,Textiles & Apparels,Garments & Apparels
INE456Z01021,MEDIASSIST,nan,Medi Assist Ser.,Insurance,Insurance Distributors
INE285K01026,TECHNOE,nan,Techno Elec.Engg,Construction,Civil Construction
INE0QTF01015,VSTL,nan,Vibhor Steel,Industrial Products,Iron & Steel Products
INE178A01016,CHENNPETRO,nan,C P C L,Petroleum Products,Refineries & Marketing
INE900B01029,KABRAEXTRU,nan,Kabra Extrusion,Industrial Manufacturing,Industrial Products
INE845D01014,GANECOS,nan,Ganesha Ecosphe.,Textiles & Apparels,Other Textile Products
INE607D01018,ORIENTBELL,nan,Orient Bell,Consumer Durables,Ceramics
INE360L01017,FMNL,nan,Future Market,Commercial Services & Supplies,Diversified Commercial Services
INE828O01033,MITCON,nan,Mitcon Consult.,Commercial Services & Supplies,Consulting Services
INE563J01010,ASTEC,nan,Astec Lifescienc,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE0NAZ01010,SMARTWORKS,nan,Smartworks Cowor,Commercial Services & Supplies,Diversified Commercial Services
INE539B01017,VIRINCHI,nan,Virinchi,IT - Software,Software Products
INE663B01015,CONTROLPR,nan,Control Print,IT - Hardware,Computers Hardware & Equipments
INE590L01019,VASWANI,nan,Vaswani Industri,Ferrous Metals,Sponge Iron
INE682M01012,JLHL,nan,Jupiter Life Lin,Healthcare Services,Hospital
INE967C01018,KAMATHOTEL,nan,Kamat Hotels,Leisure Services,Hotels & Resorts
INE737D01021,MODISONLTD,nan,Modison,Electrical Equipment,Other Electrical Equipment
INE228I01012,ASAHISONG,nan,Asahi Songwon,Chemicals & Petrochemicals,Dyes And Pigments
INE549H01021,ARSSBL,nan,Anand Rathi Shar,Capital Markets,Stockbroking & Allied
INE344S01016,INFOBEAN,nan,InfoBeans Tech.,IT - Software,Computers - Software & Consulting
INE188B01013,IGARASHI,nan,Igarashi Motors,Auto Components,Auto Components & Equipments
INE912L01015,ONELIFECAP,nan,Onelife Capital,Capital Markets,Stockbroking & Allied
INE108V01019,AWFIS,nan,AWFIS Space,Commercial Services & Supplies,Diversified Commercial Services
INE190H01024,SAKUMA,nan,Sakuma Exports,Commercial Services & Supplies,Trading & Distributors
